"fr"	"Séez"	"Séez"
"fr"	"Civetta"	"Monte_Civetta"
"fr"	"La_Brigue"	"Briga_Marittima"
"fr"	"Pantelleria_(île)"	"Isola_di_Pantelleria"
"fr"	"Bessans"	"Bessans"
"fr"	"Massif_de_Brenta"	"Dolomiti_di_Brenta"
"fr"	"Alpes_de_l'Ötztal"	"Alpi_Venoste"
"fr"	"Fontaine_des_Quatre-Fleuves"	"Fontana_dei_Quattro_Fiumi"
"fr"	"Dolomites"	"Dolomiti"
"fr"	"Préalpes_carniques"	"Prealpi_Carniche"
"fr"	"Bourg-Saint-Pierre"	"Bourg-Saint-Pierre"
"fr"	"Massif_de_Non"	"Alpi_della_Val_di_Non"
"fr"	"District_d'Hérens"	"Distretto_di_Hérens"
"fr"	"Sud-Aviation_SE_210_Caravelle"	"Sud_Aviation_Caravelle"
"fr"	"Monte_Pelmo"	"Pelmo"
"fr"	"Chaîne_de_Sesvenna"	"Alpi_della_Val_Müstair"
"fr"	"Adamello-Presanella"	"Alpi_dell'Adamello_e_della_Presanella"
"fr"	"Belvédère_(Alpes-Maritimes)"	"Belvedere_(Francia)"
"fr"	"Alpes-Maritimes"	"Alpi_Marittime_(dipartimento)"
"fr"	"Grande_Traversata_delle_Alpi"	"Grande_Traversata_delle_Alpi"
"fr"	"Tende_(Alpes-Maritimes)"	"Tenda_(Francia)"
"fr"	"Tunnel_du_Mont-Blanc"	"Traforo_del_Monte_Bianco"
"fr"	"Val-d'Isère"	"Val-d'Isère"
"fr"	"Saorge"	"Saorgio"
"fr"	"Alpes_juliennes"	"Alpi_Giulie"
"fr"	"Alpes_de_Stubai"	"Alpi_dello_Stubai"
"fr"	"France"	"Francia"
"fr"	"Italie"	"Italia"
"fr"	"Funiculaire_de_Capri"	"Funicolare_di_Capri"
"fr"	"Arrondissement_de_Bonneville"	"Arrondissement_di_Bonneville"
"fr"	"Tyrol_(Land)"	"Tirolo_(Austria)"
"fr"	"Sainte-Foy-Tarentaise"	"Sainte-Foy-Tarentaise"
"fr"	"Îles_Pélages"	"Isole_Pelagie"
"fr"	"Alpes_de_Zillertal"	"Alpi_della_Zillertal"
"fr"	"Bagnes"	"Bagnes"
"fr"	"Ristolas"	"Ristolas"
"fr"	"Château_de_Miramare"	"Castello_di_Miramare"
"fr"	"Alpes_carniques"	"Alpi_Carniche"
"fr"	"Provence-Alpes-Côte_d'Azur"	"Provenza-Alpi-Costa_Azzurra"
"fr"	"Télécabine_Panoramic_Mont-Blanc"	"Funivia_dei_Ghiacciai"
"fr"	"Pinacothèque_de_Brera"	"Pinacoteca_di_Brera"
"fr"	"Montgenèvre"	"Monginevro"
"fr"	"Koruška_(austrijska_savezna_država)"	"Carinzia"
"fr"	"Chaîne_de_l'Oberhalbstein"	"Alpi_del_Platta"
"fr"	"Modane"	"Modane"
"fr"	"Hohe_Tauern"	"Alti_Tauri"
"fr"	"Isola_(Alpes-Maritimes)"	"Isola_(Francia)"
"fr"	"Hautes-Alpes"	"Alte_Alpi"
"fr"	"Névache"	"Névache"
"fr"	"Abriès"	"Abriès"
"fr"	"Lanslebourg-Mont-Cenis"	"Lanslebourg-Mont-Cenis"
"fr"	"Chaîne_de_Livigno"	"Alpi_di_Livigno"
"fr"	"Breil-sur-Roya"	"Breglio"
"fr"	"Alpes_de_Sarntal"	"Alpi_Sarentine"
"fr"	"Arrondissement_de_Barcelonnette"	"Arrondissement_di_Barcelonnette"
"fr"	"Aéroport_international_de_Rome_Ciampino"	"Aeroporto_di_Roma-Ciampino"
"fr"	"Alpes-de-Haute-Provence"	"Alpi_dell'Alta_Provenza"
"fr"	"Bramans"	"Bramans"
"fr"	"Cime_de_la_Malédie"	"Cima_Maledia"
"fr"	"Centrale_nucléaire_de_Caorso"	"Centrale_elettronucleare_Caorso"
"fr"	"Valdeblore"	"Valdiblora"
"fr"	"Alpes_de_Fiemme"	"Dolomiti_di_Fiemme"
"fr"	"Tunnel_ferroviaire_du_Fréjus"	"Traforo_ferroviario_del_Frejus"
"fr"	"Montagnes_autour_du_lac_de_Garde"	"Prealpi_Gardesane"
"fr"	"Bonneval-sur-Arc"	"Bonneval-sur-Arc"
"fr"	"Savoie_(département)"	"Savoia_(dipartimento)"
"fr"	"Col_du_Petit-Saint-Bernard"	"Colle_del_Piccolo_San_Bernardo"
"fr"	"Larche_(Alpes-de-Haute-Provence)"	"Larche_(Alpi_dell'Alta_Provenza)"
"fr"	"Île_d'Ustica"	"Isola_di_Ustica"
"fr"	"Castellar_(Alpes-Maritimes)"	"Castellaro_(Francia)"
"fr"	"Arrondissement_de_Saint-Jean-de-Maurienne"	"Arrondissement_di_San_Giovanni_di_Moriana"
"fr"	"Saint-Paul-sur-Ubaye"	"Saint-Paul-sur-Ubaye"
"fr"	"Orsières"	"Orsières"
"fr"	"Museo_Civico_di_Storia_Naturale_de_Milan"	"Museo_civico_di_storia_naturale_(Milano)"
"fr"	"Col_Clapier"	"Colle_Clapier"
"fr"	"Val_Bregaglia"	"Val_Bregaglia"
"fr"	"Arrondissement_d'Albertville"	"Arrondissement_di_Albertville"
"fr"	"Tignes"	"Tignes"
"fr"	"Rhône-Alpes"	"Rodano-Alpi"
"fr"	"Sobretta-Gavia"	"Gruppo_Sobretta-Gavia"
"fr"	"Evolène"	"Evolène"
"fr"	"Isola_2000"	"Isola_2000"
"fr"	"Menton_(Alpes-Maritimes)"	"Mentone"
"fr"	"Haute-Savoie"	"Alta_Savoia"
"fr"	"Marmolada"	"Marmolada"
"fr"	"Cime_de_la_Lombarde"	"Cima_della_Lombarda"
"fr"	"District_d'Entremont"	"Distretto_di_Entremont"
"fr"	"Barrage_de_Vajont"	"Diga_del_Vajont"
"fr"	"Karavanke"	"Caravanche"
"fr"	"Arrondissement_de_Nice"	"Arrondissement_di_Nizza"
"fr"	"Chamonix-Mont-Blanc"	"Chamonix-Mont-Blanc"
"fr"	"Molassana"	"Molassana"
"fr"	"Alpes_bergamasques"	"Alpi_Orobie"
"fr"	"Saint-Martin-Vésubie"	"San_Martino_Lantosca"
"fr"	"Chaîne_de_la_Bernina"	"Massiccio_del_Bernina"
"fr"	"Sospel"	"Sospello"
"fr"	"Col_de_la_Lombarde"	"Colle_della_Lombarda"
"fr"	"Avrieux"	"Avrieux"
"fr"	"Saint-Étienne-de-Tinée"	"Santo_Stefano_di_Tinea"
"fr"	"Arrondissement_de_Briançon"	"Arrondissement_di_Briançon"
"fr"	"Vitesse_maximale_autorisée_sur_route"	"Limite_di_velocità"
"en"	"Brenta_group"	"Dolomiti_di_Brenta"
"en"	"Tyrol_(state)"	"Tirolo_(Austria)"
"en"	"Temple_of_Venus_Genetrix"	"Tempio_di_Venere_Genitrice"
"en"	"Roncovalgrande_Hydroelectric_Plant"	"Centrale_idroelettrica_di_Roncovalgrande"
"en"	"Altinum"	"Altino_(Quarto_d'Altino)"
"en"	"Gemini_Center"	"Gemini_Center"
"en"	"Guanzate"	"Guanzate"
"en"	"San_Nicolò_al_Lido"	"Chiesa_di_San_Nicolò_(Lido)"
"en"	"European_route_E70"	"Strada_europea_E70"
"en"	"Castello_di_Vezio"	"Castello_di_Vezio"
"en"	"Monte_Falterona"	"Monte_Falterona"
"en"	"Trajan's_Forum"	"Foro_di_Traiano"
"en"	"Vespasia_Polla"	"Vespasia_Polla"
"en"	"Parma_Airport"	"Aeroporto_di_Parma"
"en"	"Cascina_Torchiera"	"Cascina_Torchiera"
"en"	"Villa_Schifanoia"	"Villa_Schifanoia"
"en"	"Bisenzio"	"Bisenzio"
"en"	"Temple_of_Vesta"	"Tempio_di_Vesta"
"en"	"Montiggler_Seen"	"Lago_di_Monticolo"
"en"	"Rusellae"	"Roselle_(Grosseto)"
"en"	"Kesselkogel"	"Catinaccio_d'Antermoia"
"en"	"Pala_group"	"Pale_di_San_Martino"
"en"	"Ciampino–G._B._Pastine_International_Airport"	"Aeroporto_di_Roma-Ciampino"
"en"	"Toirano_Caves"	"Grotte_di_Toirano"
"en"	"Gorgona,_Italy"	"Isola_di_Gorgona"
"en"	"Villa_Badoer"	"Villa_Badoer"
"en"	"Venediger_Group"	"Gruppo_del_Venediger"
"en"	"Dogliani"	"Dogliani"
"en"	"European_route_E80"	"Strada_europea_E80"
"en"	"Temple_of_Castor_and_Pollux"	"Tempio_dei_Dioscuri"
"en"	"Entracque_Power_Plant"	"Centrale_idroelettrica_Luigi_Einaudi"
"en"	"Karawanks"	"Caravanche"
"en"	"Trento_Cathedral"	"Cattedrale_di_San_Vigilio"
"en"	"Stadio_Marc'Antonio_Bentegodi"	"Stadio_Marcantonio_Bentegodi"
"en"	"Ticino_(river)"	"Ticino_(fiume)"
"en"	"Salzburg_(state)"	"Salisburghese"
"en"	"Bologna_Guglielmo_Marconi_Airport"	"Aeroporto_di_Bologna-Borgo_Panigale"
"en"	"Catacomb_of_Priscilla"	"Catacombe_di_Priscilla"
"en"	"Pantheon,_Rome"	"Pantheon_(Roma)"
"en"	"Pollina"	"Pollina"
"en"	"Stadio_San_Nicola"	"Stadio_San_Nicola"
"en"	"Castel_del_Monte,_Apulia"	"Castel_del_Monte"
"en"	"Santa_Maria_Annunciata_in_Chiesa_Rossa"	"Chiesa_di_Santa_Maria_Annunciata_in_Chiesa_Rossa"
"en"	"San_Remigio,_Florence"	"Chiesa_di_San_Remigio_(Firenze)"
"en"	"Tusculum"	"Tusculum"
"en"	"Basilica_Julia"	"Basilica_Giulia"
"en"	"Grande_Traversata_delle_Alpi"	"Grande_Traversata_delle_Alpi"
"en"	"Spanish_Steps"	"Piazza_di_Spagna"
"en"	"Vajolet_Towers"	"Torri_del_Vajolet"
"en"	"E1_European_long_distance_path"	"Sentiero_europeo_E1"
"en"	"Figline_Valdarno_railway_station"	"Stazione_di_Figline_Valdarno"
"en"	"Limentra"	"Limentra"
"en"	"Stadio_Renato_Dall'Ara"	"Stadio_Renato_Dall'Ara"
"en"	"Cimon_della_Pala"	"Cimon_della_Pala"
"en"	"Accona_Desert"	"Deserto_di_Accona"
"en"	"Basilica_of_San_Lorenzo,_Milan"	"Basilica_di_San_Lorenzo_(Milano)"
"en"	"Rotonda_di_San_Lorenzo"	"Rotonda_di_San_Lorenzo"
"en"	"Colosseum"	"Colosseo"
"en"	"Carsulae"	"Carsulae"
"en"	"Schiara"	"Gruppo_della_Schiara"
"en"	"Temple_of_Saturn"	"Tempio_di_Saturno"
"en"	"Oberhalbstein_Alps"	"Alpi_del_Platta"
"en"	"Arch_of_Titus"	"Arco_di_Tito"
"en"	"Figline_Valdarno"	"Figline_Valdarno"
"en"	"Villa_Lysis"	"Villa_Lysis"
"en"	"Forum_of_Caesar"	"Foro_di_Cesare"
"en"	"Great_Synagogue_of_Rome"	"Tempio_Maggiore_di_Roma"
"en"	"Reggio_Calabria_Airport"	"Aeroporto_di_Reggio_Calabria"
"en"	"Sarntal_Alps"	"Alpi_Sarentine"
"en"	"Monte_d'Accoddi"	"Monte_d'Accoddi"
"en"	"Vezzana"	"Vezzana"
"en"	"Museo_Civico_di_Storia_Naturale_di_Milano"	"Museo_civico_di_storia_naturale_(Milano)"
"en"	"Lago_di_Toblino"	"Lago_di_Toblino"
"en"	"Via_della_Conciliazione"	"Via_della_Conciliazione"
"en"	"San_Cipriano_Po"	"San_Cipriano_Po"
"en"	"Sirmione"	"Sirmione"
"en"	"Langkofel_Group"	"Gruppo_del_Sassolungo"
"en"	"Lavinium"	"Lavinium"
"en"	"Julian_Alps"	"Alpi_Giulie"
"en"	"Stadio_Friuli"	"Stadio_Friuli"
"en"	"Serchio"	"Serchio"
"en"	"Arch_of_Septimius_Severus"	"Arco_di_Settimio_Severo"
"en"	"Basilica_of_Sant'Eustorgio"	"Basilica_di_Sant'Eustorgio"
"en"	"Foreign_relations_of_the_Holy_See"	"Relazioni_diplomatiche_della_Santa_Sede"
"en"	"Church_of_San_Giorgio_Maggiore"	"Basilica_di_San_Giorgio_Maggiore"
"en"	"Curia_Julia"	"Curia_Iulia"
"en"	"Fregellae"	"Fregellae"
"en"	"Alife,_Campania"	"Alife"
"en"	"Bruno_of_Cologne"	"Bruno_di_Colonia"
"en"	"Pontoon_bridge"	"Ponte_di_barche"
"en"	"Temple_of_Antas"	"Tempio_di_Antas"
"en"	"Scylletium"	"Scolacium"
"en"	"Koruška_(austrijska_savezna_država)"	"Carinzia"
"en"	"Stadio_Ennio_Tardini"	"Stadio_Ennio_Tardini"
"en"	"Bergamo_Alps"	"Alpi_Orobie"
